xml_name,image_name,image_path,image_stem,image_hash,width,height,box_count,primary_label,labels,is_duplicate,canonical_image_path
248.xml,248.jpg,dataset\images\248.jpg,248,a6f1b64cf86bc7bb56997fcc6c570ad92f058b779642162c8580d0c387a49397,135,180,3,pothole,pothole|pothole|pothole,0,dataset\images\248.jpg
96.xml,96.jpg,dataset\images\96.jpg,96,5c893a5025f3ed524034da59b978567a5310a16314cec1ebd99c0a72323b0357,725,483,1,pothole,pothole,0,dataset\images\96.jpg
240.xml,240.jpg,dataset\images\240.jpg,240,65d4b8f502cfe696d02538f5b102becba968d1217649cea49ab5504f291f725b,1500,1101,2,pothole,pothole|pothole,0,dataset\images\240.jpg
402.xml,402.jpg,dataset\images\402.jpg,402,9ea1d83bc0b7bbe27099c0696900f1679eb533975606040af67bbf046411d23b,590,350,1,pothole,pothole,0,dataset\images\402.jpg
163.xml,163.jpg,dataset\images\163.jpg,163,521e9ba580e685505b6b864389730b9c5b08b04b62789bac937e6a3733addd6b,670,440,4,pothole,pothole|pothole|pothole|damage,0,dataset\images\163.jpg
354.xml,354.jpg,dataset\images\354.jpg,354,8f3eec2083543e13d08a0893375a7a84848090ac69646a76f390276c4c6032b6,620,349,1,pothole,pothole,0,dataset\images\354.jpg
386.xml,386.jpg,dataset\images\386.jpg,386,e7a941df309976dc2e0a963aff0ff76f6955d5403d57a1fc00961526dd1ba051,1300,866,3,pothole,pothole|damage|pothole,0,dataset\images\386.jpg
297.xml,297.jpg,dataset\images\297.jpg,297,324727b90aab9314ad43bb528008d8065bc4729e160a033b5b0ef42d238e85a6,400,300,1,pothole,pothole,0,dataset\images\297.jpg
177.xml,177.jpg,dataset\images\177.jpg,177,e7c926f464f850910d3b59037d7f3a08009393aae095a176ba44c2105e5853c7,821,434,1,pothole,pothole,0,dataset\images\177.jpg
123.xml,123.jpg,dataset\images\123.jpg,123,5df370bc75e5fd628bf53ba410e9aa7996523175a89df8a5ce127d405dbfb57d,1100,825,1,pothole,pothole,0,dataset\images\123.jpg
377.xml,377.jpg,dataset\images\377.jpg,377,e2cb98869ea60e198c28ad4f806c191b3251cd2a52994027aad1bc5bc050874e,800,600,1,pothole,pothole,0,dataset\images\377.jpg
116.xml,116.jpg,dataset\images\116.jpg,116,3b20bbd5494d027c016ab6fc035f951b0b872798e51a03be0bc4823b65010609,1297,855,2,pothole,pothole|pothole,0,dataset\images\116.jpg
455.xml,455.jpg,dataset\images\455.jpg,455,8d7fd5411f4e1edba4cdb1c042255905eef4455e51181a061023a793f5b77b10,652,367,1,pothole,pothole,0,dataset\images\455.jpg
197.xml,197.jpg,dataset\images\197.jpg,197,096871339308e945cf5a4679af7448103cd8b3fe5a086c8e10a373499eeb808b,1950,1460,3,pothole,pothole|pothole|pothole,0,dataset\images\197.jpg
66.xml,66.jpg,dataset\images\66.jpg,66,cc0d739fca5baff56823cef416926687c0548192d22fe76a67d543073f2bac30,400,533,1,pothole,pothole,0,dataset\images\66.jpg
108.xml,108.jpg,dataset\images\108.jpg,108,7ffe3eab50248f7c662a9bc07094f9ca2b0b1e26ce3df25b129150397784b4a2,3200,1680,3,pothole,pothole|pothole|pothole,0,dataset\images\108.jpg
497.xml,497.jpg,dataset\images\497.jpg,497,c20fd720c98d583f0f8198bb46b6f9fe04e40a36be14548ba9e982595a2996e1,2287,1388,1,pothole,pothole,0,dataset\images\497.jpg
278.xml,278.jpg,dataset\images\278.jpg,278,63c5637fb3d4188b60bef6dd5d9b9a995d35f1d0750f2b5a0ed8f0e8ba3bf29d,640,480,1,pothole,pothole,0,dataset\images\278.jpg
52.xml,52.jpg,dataset\images\52.jpg,52,5f8c3f843ea1ee939e113260b6b34999c0ed259b74f6690791a4e126fdc7af15,507,330,2,pothole,pothole|pothole,0,dataset\images\52.jpg
484.xml,484.jpg,dataset\images\484.jpg,484,7e1f2eb6b6f55f83b4aa0b2df27b3fb87d05baa1db29e66cde36258bbb8da1ba,450,140,1,pothole,pothole,0,dataset\images\484.jpg
419.xml,419.jpg,dataset\images\419.jpg,419,056b9c383e6c9b7d4ce88f39659d47c48c9a2c7396cc7a151f56b370d428344b,962,480,1,pothole,pothole,0,dataset\images\419.jpg
417.xml,417.jpg,dataset\images\417.jpg,417,4822c70b7513d4b8f21358378b7cf43a0ab04b084f1ee0764526503ae26a544d,1774,2365,3,pothole,pothole|pothole|pothole,0,dataset\images\417.jpg
393.xml,393.jpg,dataset\images\393.jpg,393,b8db7c618402f50089ca309598994ba5e4a2c4a1a471eb25532da85d038a147d,980,653,1,pothole,pothole,0,dataset\images\393.jpg
277.xml,277.jpg,dataset\images\277.jpg,277,0272289a7b28f8bd6278af9255fb8f90550f1658f95a2da06ad82959ee1c7cb6,800,530,1,pothole,pothole,0,dataset\images\277.jpg
321.xml,321.jpg,dataset\images\321.jpg,321,433fb67aaa000e88db28740d143ae0815ee461d09cc461afb534a14ac61e4112,968,681,2,pothole,pothole|pothole_water,0,dataset\images\321.jpg
445.xml,445.jpg,dataset\images\445.jpg,445,a689d4d384c453dd0c65d8dc2806cb3e5c0659f1ffd4501579d41925ce4683ff,1080,675,1,pothole,pothole,0,dataset\images\445.jpg
459.xml,459.jpg,dataset\images\459.jpg,459,1237d934f49960393b86276f53d97d20a875e4690955798563ade918fc1f3f21,1599,1057,1,pothole,pothole,0,dataset\images\459.jpg
384.xml,384.jpg,dataset\images\384.jpg,384,cda804a7d5190af77c42fa75c51d9643a296066e5bb223aae8a38d94b288acb0,620,370,3,pothole,pothole|pothole|damage,0,dataset\images\384.jpg
159.xml,159.jpg,dataset\images\159.jpg,159,1e3ad6f4b88e3550841068dfa977ab5eaecad211e857e4d3f1a9f956b6ce6126,620,411,4,pothole,pothole|damage|pothole|crack,0,dataset\images\159.jpg
317.xml,317.jpg,dataset\images\317.jpg,317,cd195ac4a325f5fe96915f4fc4ee39cc137bc68b0a152dfe7562c80d1ca4fa0c,576,768,5,pothole,pothole_water|pothole|pothole|damage|pothole_water,0,dataset\images\317.jpg
479.xml,479.jpg,dataset\images\479.jpg,479,a80922f9fe84f90da9fab7485d75a56ca38ddf867500e4c319aacee28e9f1edf,1200,675,5,pothole,pothole|pothole|pothole|pothole|damage,0,dataset\images\479.jpg
481.xml,481.jpg,dataset\images\481.jpg,481,f93236a7d0670cad2952c655f6d8849a61c5f7a58ee3a1cac6faef29192e4025,800,600,2,pothole,pothole|pothole,0,dataset\images\481.jpg
290.xml,290.jpg,dataset\images\290.jpg,290,5c005aa36ca1c9a7921d3f64e44b3e10489fc99ebcffa5afcbd7ca5a20649b11,400,160,1,pothole,pothole,0,dataset\images\290.jpg
295.xml,295.jpg,dataset\images\295.jpg,295,70a253ad22cfcb0422b81ee0a050b171009b2aa164c40cf1a5e7c65d9a409cca,960,541,2,pothole,pothole|pothole,0,dataset\images\295.jpg
33.xml,33.jpg,dataset\images\33.jpg,33,590462271f589bc0c385941210461bc9fd1ebfc717547b32c5f54dfdb9257df8,450,299,2,pothole,pothole|pothole,0,dataset\images\33.jpg
409.xml,409.jpg,dataset\images\409.jpg,409,067d5021bffd3de7a8b709a23a4efe213935e2a9e2d578c5cfccd20ff092da82,1299,857,1,pothole,pothole,0,dataset\images\409.jpg
132.xml,132.jpg,dataset\images\132.jpg,132,bc61ea7f0e571b125dd301ff90de5e07ff5816af8fc3573712e65fc8f836e635,1024,682,2,pothole,pothole|pothole,0,dataset\images\132.jpg
437.xml,437.jpg,dataset\images\437.jpg,437,dd96ef22f8fde677c5f36c168ab9562a1547a632db81a3746f6050fa91edea25,1410,520,3,pothole,pothole_water|pothole|pothole,0,dataset\images\437.jpg
460.xml,460.jpg,dataset\images\460.jpg,460,6ae626a240fe1702bf10debc95a35a8a4b38782392df5266d1a5154a81675c96,684,340,1,pothole,pothole,0,dataset\images\460.jpg
464.xml,464.jpg,dataset\images\464.jpg,464,d4234a9ca58d9d73ac49d55f61ddbfe839c094358a01c34bb87dbe832cceeaf1,640,480,1,pothole,pothole,0,dataset\images\464.jpg
383.xml,383.jpg,dataset\images\383.jpg,383,8ed51d8a22aef08316052a5986e4c5bc9cc9266a9292437a911ce9dcad9d3a96,1280,720,3,pothole,pothole_water|pothole|pothole,0,dataset\images\383.jpg
117.xml,117.jpg,dataset\images\117.jpg,117,aebb4b8155707d96be110a4d81713a039b5392f69a9b0f100464b57043b52644,240,135,1,pothole,pothole,0,dataset\images\117.jpg
27.xml,27.jpg,dataset\images\27.jpg,27,b8e243fcd65d4c4ced32ef152e7c9f0dea8e5c5cce1bd859313b0b25543884cd,2500,1667,2,pothole,pothole_water|pothole,0,dataset\images\27.jpg
332.xml,332.jpg,dataset\images\332.jpg,332,3103ea16dcf6d907eaee661cf39690aff1cc6eb2f6c948ff582643dc66e88832,2400,1600,2,pothole,pothole|pothole,0,dataset\images\332.jpg
462.xml,462.jpg,dataset\images\462.jpg,462,4d0964a128cc4e3fb358c2215878b023d51d4957c9a8cb19ce2875876712895e,875,492,2,pothole,pothole|pothole,0,dataset\images\462.jpg
90.xml,90.jpg,dataset\images\90.jpg,90,bb9332a21544954c95ede01eb1765dcd4b264ae46ca2ac1aa05df014a4195d1d,436,269,2,pothole,pothole|pothole,0,dataset\images\90.jpg
259.xml,259.jpg,dataset\images\259.jpg,259,8a884b0a568adf2ee2ab6af14a336c47353f0002c7f54a7f8cfe4ac5e3e57f22,760,503,2,pothole,pothole|pothole,0,dataset\images\259.jpg
322.xml,322.jpg,dataset\images\322.jpg,322,3aae00d1cb3cc3a4d0694fea8bc50b613dd148e6857895abbf01ef387980e98f,400,225,2,pothole,pothole|pothole,0,dataset\images\322.jpg
329.xml,329.jpg,dataset\images\329.jpg,329,d17989b6f925cb23ac665ff203fe665005b27eed90b49ff8de7dcab7687f47d5,640,360,1,pothole,pothole,0,dataset\images\329.jpg
13.xml,13.jpg,dataset\images\13.jpg,13,af6febe4b968444a1e22c05a0ff6281a0e3d136f3f61e504bcb4c471cecf1e2a,670,440,3,pothole,pothole|pothole_water|pothole,0,dataset\images\13.jpg
162.xml,162.jpg,dataset\images\162.jpg,162,4b49253cdd34d39fed7c7dcf3bad9a94fed6909ef7eab6c797de58a0bf6ac8c4,1019,521,2,pothole,pothole|pothole,0,dataset\images\162.jpg
253.xml,253.jpg,dataset\images\253.jpg,253,dbbfeb4335e2b0f116c863666d5cbf8d3d7ab7c4f79e9a90a8eb4636759accb9,450,300,3,pothole,pothole|pothole|pothole,0,dataset\images\253.jpg
345.xml,345.jpg,dataset\images\345.jpg,345,0c9f165ac2c12246bea9bf3f20283d1ca6c3dcec22474cc47c209a350c3c1cb2,770,470,2,pothole,pothole_water|pothole,0,dataset\images\345.jpg
442.xml,442.jpg,dataset\images\442.jpg,442,dd63b4918d44796c733b5cf621ed90d10d4c6ec2e85969105f42a2ef12dc34d6,759,422,1,pothole,pothole,0,dataset\images\442.jpg
271.xml,271.jpg,dataset\images\271.jpg,271,b1a0acbcdcd78aaaf99aa8e932d20993c3a8202373d85eea6a02ce0f27cc20a4,618,410,4,pothole,pothole|damage|pothole|pothole_water,0,dataset\images\271.jpg
350.xml,350.jpg,dataset\images\350.jpg,350,3a2c9761abb67df8711a1d60c03b0b9cea4fd24c07945de6d7b9da5c6575bd79,400,253,2,pothole,pothole_water|pothole,0,dataset\images\350.jpg
298.xml,298.jpg,dataset\images\298.jpg,298,7dd8d742512468958c68dceafaa96abe48696c2c8e75d7639fdbda828b354297,800,450,2,pothole,pothole|pothole,0,dataset\images\298.jpg
50.xml,50.jpg,dataset\images\50.jpg,50,f3aeea0bf3d367bfa2c18a14b132fc16d8be3c94645870cf0ed5661b7a2c4588,615,410,1,pothole,pothole,0,dataset\images\50.jpg
145.xml,145.jpg,dataset\images\145.jpg,145,013c9cb73cb0bcae10ce4e4bef330ebf62ba013451f1edb459b4be6d5821af45,320,294,4,pothole,pothole|pothole|pothole|damage,0,dataset\images\145.jpg
292.xml,292.jpg,dataset\images\292.jpg,292,65c90aa92bf70a1c8ec494d295d18e022fa6519d9711d15783aa62d3af41c084,1080,675,3,pothole,damage|pothole|pothole,0,dataset\images\292.jpg
83.xml,83.jpg,dataset\images\83.jpg,83,fed85da08bd40a2fb6d090180f9b7e5b57f4f3f72291c4ab65fdf9a6d89181fc,1272,636,1,pothole,pothole,0,dataset\images\83.jpg
273.xml,273.jpg,dataset\images\273.jpg,273,edf11deb3d811c7813645d299a89af75812deebc187f34f919d8ea305640033f,300,200,1,pothole,pothole,0,dataset\images\273.jpg
323.xml,323.jpg,dataset\images\323.jpg,323,e659b391d33f029e6318019416ccef3cdcada39635b370642301dab65e59668c,1100,733,2,pothole,pothole_water|pothole,0,dataset\images\323.jpg
198.xml,198.jpg,dataset\images\198.jpg,198,98733ca044d29422394dec127c7a274d25a91654b01991b8d95fe89fc6dfe8b5,625,352,2,pothole,pothole|pothole,0,dataset\images\198.jpg
189.xml,189.jpg,dataset\images\189.jpg,189,f8e0e469b847188a659065a51e71b3b36ec5c4f6aa11c4b0710784a45b163c7e,640,480,1,pothole,pothole,0,dataset\images\189.jpg
283.xml,283.jpg,dataset\images\283.jpg,283,0e51061cfa726b71a3469094df2af7a5e17f33ef932a8be791ef5fb3dfbf6dde,857,1285,4,pothole,damage|pothole|pothole|pothole,0,dataset\images\283.jpg
410.xml,410.jpg,dataset\images\410.jpg,410,1cbd61eebf8d478ec9c4998a69eb6d5b4e48a6ef72568a167633b4847e924e5f,730,440,4,pothole,pothole|pothole|pothole|pothole,0,dataset\images\410.jpg
64.xml,64.jpg,dataset\images\64.jpg,64,2b2cc547fa484d5a026101d0f473cffbab5065092b06f19cdfea2e5b40e553e6,300,200,1,pothole,pothole,0,dataset\images\64.jpg
514.xml,514.jpg,dataset\images\raw\514.jpg,514,6e9b5142312b6a09eee911a6bfb99a64d4f7e89f49ed55c4adc306391859b93e,512,512,2,pothole,pothole_water|pothole,0,dataset\images\raw\514.jpg
438.xml,438.jpg,dataset\images\438.jpg,438,7dbfff7d3ef676a6838e86ad6e7c464a67ea87399d49623439ddceb6858a25bb,370,204,1,pothole,pothole,0,dataset\images\438.jpg
454.xml,454.jpg,dataset\images\454.jpg,454,2ed5275e50d84e6627a663e61008a6052595806eb5d712f1f5d6291717d397fb,1632,1224,2,pothole,pothole|pothole,0,dataset\images\454.jpg
119.xml,119.jpg,dataset\images\119.jpg,119,4ac21908031d77a14062c1f4da4c18479bc36d08cf4301ebc09594c5ddc9f00a,900,622,2,pothole,pothole|pothole,0,dataset\images\119.jpg
316.xml,316.jpg,dataset\images\316.jpg,316,467731b02ae73f7cb898ddab8222fc11e360e19fcaa0b6b432f40e62495ad28f,600,400,1,pothole,pothole,0,dataset\images\316.jpg
343.xml,343.jpg,dataset\images\343.jpg,343,2034a962f9d04ad418699a0eaf97a76ac99ca9e3cefd5d07ab507391b29c8145,400,300,1,pothole,pothole,0,dataset\images\343.jpg
121.xml,121.jpg,dataset\images\121.jpg,121,790949bc560800e0e7258d3ccea4b250505f76ee63b8fa4e3e7223174e8bc97e,550,412,1,pothole,pothole,0,dataset\images\121.jpg
59.xml,59.jpg,dataset\images\59.jpg,59,17942bf084df2739730c57d74c195cffba68eb9a34a2fd079656bf10a201ec84,933,700,5,pothole,pothole|pothole|pothole|pothole_water|crack,0,dataset\images\59.jpg
476.xml,476.jpg,dataset\images\476.jpg,476,7fce1ec416c1b604e5d1fdd874c7b31e1fcaea0eca22a6e50671d6bd88ace7b9,1440,810,3,pothole,pothole|pothole|crack,0,dataset\images\476.jpg
434.xml,434.jpg,dataset\images\434.jpg,434,520dc1119d4bc5192b9288dd4c5741e56d1ea3e0bd24a2ea593b1ad7aaf5ed2c,800,597,3,pothole,pothole|pothole|crack,0,dataset\images\434.jpg
188.xml,188.jpg,dataset\images\188.jpg,188,07b77a1c2a881facd2d5264d57e35d5779beeac42fa8c5c148c964f9a8d1a7a8,895,468,2,pothole,pothole|pothole_water,0,dataset\images\188.jpg
293.xml,293.jpg,dataset\images\293.jpg,293,c8b0f753039792279553aecd3003225e1723ef5696d639ed3ccf0ec51bc64747,895,800,1,pothole,pothole,0,dataset\images\293.jpg
30.xml,30.jpg,dataset\images\30.jpg,30,4eca2dd4328a59b067ff63b6c22d190096f6646fc9aa159ad205cfe27ccba57e,637,425,3,pothole,pothole|pothole_water|pothole,0,dataset\images\30.jpg
103.xml,103.jpg,dataset\images\103.jpg,103,4c21f21e74e9be6e86b6d90f11f785bed2657e7a72cc6a129f2a8f057fbbfb11,768,500,4,pothole,damage|pothole|pothole|pothole,0,dataset\images\103.jpg
222.xml,222.jpg,dataset\images\222.jpg,222,788bb15e7173c97e56672ff8610f4e4f4eb55c3df510e7551c1afb9addae37d7,700,415,1,pothole,pothole,0,dataset\images\222.jpg
212.xml,212.jpg,dataset\images\212.jpg,212,af5ced03d4458e4c3b63def70af4a9b62e56f68afa1d17fb68688569640fe20b,720,405,2,pothole_water,pothole_water|pothole_water,0,dataset\images\212.jpg
144.xml,144.jpg,dataset\images\144.jpg,144,7293865f7aefd106ef886724feb8699459f845a077aeda51313ca55a598f4071,768,1024,2,pothole_water,pothole_water|pothole_water,0,dataset\images\144.jpg
190.xml,190.jpg,dataset\images\190.jpg,190,03b456322cd969e93a2b58a39b2455554b9aee98261667e38e925e668b1b2436,1200,800,1,pothole_water,pothole_water,0,dataset\images\190.jpg
314.xml,314.jpg,dataset\images\314.jpg,314,6523e071c4a97e04cedb349469f4c7a7e013931e6c2f660f38a41daf8b9f8c86,2592,1936,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\314.jpg
371.xml,371.jpg,dataset\images\371.jpg,371,935b18bdaffa34a1013caafa61c6033bdb2467b8da9fee0dbf792cb71dc4928f,615,410,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\371.jpg
356.xml,356.jpg,dataset\images\356.jpg,356,4fe708ff49f37617651bad6c359aad0f487589d1ae5ab8034ea8bcf69877e096,620,349,1,pothole_water,pothole_water,0,dataset\images\356.jpg
19.xml,19.jpg,dataset\images\19.jpg,19,454cba3412422241060d4e0873b5787b94bc80d21bb4c9da9c4f0b65ddea5964,570,321,4,pothole_water,pothole_water|pothole|pothole_water|pothole_water,0,dataset\images\19.jpg
370.xml,370.jpg,dataset\images\370.jpg,370,bf0c45ede6bd502915f772bcc7c97faadffcd9ff6ad78472faaa66e8f5566167,647,363,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\370.jpg
347.xml,347.jpg,dataset\images\347.jpg,347,fb565a7c00f25b17a2cac05cb8011c91c8c6ca5ebd8afaeb75b02eabfdba9d30,840,373,4,pothole_water,pothole_water|damage|pothole|pothole_water,0,dataset\images\347.jpg
73.xml,73.jpg,dataset\images\73.jpg,73,ed72c9752af8c6cbc2c60e1875d18919c0abf66f6d5849004d1a2d56f917e04d,1920,1080,1,pothole_water,pothole_water,0,dataset\images\73.jpg
34.xml,34.jpg,dataset\images\34.jpg,34,33698a8f370998c8f66a47a27443289a9c1d9826ef8c6ff37c8789566b8c0694,800,600,1,pothole_water,pothole_water,0,dataset\images\34.jpg
338.xml,338.jpg,dataset\images\338.jpg,338,5e8e574d4caf2648e2db87da7ffd662b41880e2be03cad123c6d39e0f8e0c033,480,360,1,pothole_water,pothole_water,0,dataset\images\338.jpg
128.xml,128.jpg,dataset\images\128.jpg,128,b48f3ef6654357b728570c2a1067e97a3376ff2e335f00a559e23d172ae8325c,339,218,1,pothole_water,pothole_water,0,dataset\images\128.jpg
363.xml,363.jpg,dataset\images\363.jpg,363,9c77112ed3d864288108ff587bb47c3dc1fe473112a73167ac800ccca9a126f3,800,477,1,pothole_water,pothole_water,0,dataset\images\363.jpg
266.xml,266.jpg,dataset\images\266.jpg,266,f875569457cba3c22ee78967e4deca871726ac7e4b2a98012b15df0a565d88f2,759,422,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\266.jpg
446.xml,446.jpg,dataset\images\446.jpg,446,769e8425407f448bb83ed1c6fc8f993b32cf3c2550a30d40181afde3a34949cb,720,280,1,pothole_water,pothole_water,0,dataset\images\446.jpg
385.xml,385.jpg,dataset\images\385.jpg,385,1713d579df1bec63e8ced3b4001511dbb2cb1d23200858eab3dcfde10d97171a,1200,939,1,pothole_water,pothole_water,0,dataset\images\385.jpg
139.xml,139.jpg,dataset\images\139.jpg,139,fde6b28d7c98f0207e36ea04986b4a70afb13208f1795f0a0727b798690094f3,750,519,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\139.jpg
51.xml,51.jpg,dataset\images\51.jpg,51,2fa21d2b19d9e060994d5a3d9b95908a9e589d4429a9b4a584f6a0ace5cb3590,1272,636,1,pothole_water,pothole_water,0,dataset\images\51.jpg
258.xml,258.jpg,dataset\images\258.jpg,258,5ab54eea2dcf6171ba1552b9e8ba7ea8b955456b1cd5b07ef2f075555be12320,960,540,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\258.jpg
328.xml,328.jpg,dataset\images\328.jpg,328,d3ad0cfe6f4d6bf5b220b087503d144d78f6fc73f58762e4a89bab857afa92c5,1140,500,1,pothole_water,pothole_water,0,dataset\images\328.jpg
376.xml,376.jpg,dataset\images\376.jpg,376,a326709abad72a595a0b4414b722b17127d4354d8a0a64914e03bb62449cf2f5,670,440,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\376.jpg
81.xml,81.jpg,dataset\images\81.jpg,81,924c3980009b1f40178cf608da7c415c92da5279458720a8d10cf5b1629d677c,760,427,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\81.jpg
228.xml,228.jpg,dataset\images\228.jpg,228,8529a2fd01f3b7826c077026e670a9570fa5ff2369fbf6ef5de854b568e702ca,640,360,1,pothole_water,pothole_water,0,dataset\images\228.jpg
380.xml,380.jpg,dataset\images\380.jpg,380,62b6d0c2de4bd35cdacc6988a53188d3e64d6295f185907eb8c1819e28083070,534,401,1,pothole_water,pothole_water,0,dataset\images\380.jpg
457.xml,457.jpg,dataset\images\457.jpg,457,bf0c48a3d31d4a7fb1fd06c940cf2462565b7f737df5dcf6f5fbef6a89d3a044,1050,698,1,pothole_water,pothole_water,0,dataset\images\457.jpg
294.xml,294.jpg,dataset\images\294.jpg,294,2183bf94eee95c5f5b3ecea105c6c7deb167dfda479e401f2d08a4610df0b6ef,1280,720,2,pothole_water,pothole_water|pothole_water,0,dataset\images\294.jpg
89.xml,89.jpg,dataset\images\89.jpg,89,faa20c03eaba935356c6d58b1a9270b86d735174b3c460d0d0f8efae23c9fb50,800,600,1,pothole_water,pothole_water,0,dataset\images\89.jpg
286.xml,286.jpg,dataset\images\286.jpg,286,63909de5f12858aee32696109b5e43cb9817f66a03c6e8d859eb82ed9a674aff,1280,720,2,pothole_water,pothole_water|pothole_water,0,dataset\images\286.jpg
98.xml,98.jpg,dataset\images\98.jpg,98,c1134a2241c078b891c628609ecb1e215ee668db987e1178f89e4320fac3213c,635,424,1,pothole_water,pothole_water,0,dataset\images\98.jpg
404.xml,404.jpg,dataset\images\404.jpg,404,df8ebbc95920881ed7abffe8228e2279f9f0c27987ae21884f5e3906a6a45382,660,360,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\404.jpg
217.xml,217.jpg,dataset\images\217.jpg,217,1c23ce79a667173a5c057c88c20140b03ea12254845a0ae0347c9f85b1bd1e65,696,464,1,pothole_water,pothole_water,0,dataset\images\217.jpg
140.xml,140.jpg,dataset\images\140.jpg,140,c015d7344eaa55f555328fbb6bf2d225926c364dc9b92f9745fa57b33b0ed552,800,600,1,pothole_water,pothole_water,0,dataset\images\140.jpg
246.xml,246.jpg,dataset\images\246.jpg,246,543dd00d7199a57a0fc4286df60dfc0c4554136e47de86f566fb18da77d12985,624,351,1,pothole_water,pothole_water,0,dataset\images\246.jpg
9.xml,9.jpg,dataset\images\9.jpg,9,f2c7cd1fe5cf39e7330789f2e06c41d9a11c68fc249e5e3bc17ad83727030d97,770,433,2,pothole_water,pothole_water|pothole_water,0,dataset\images\9.jpg
43.xml,43.jpg,dataset\images\43.jpg,43,0da20a987f089d321c002f7d75b048c3cefae5ae5337aafae56c531bdc367934,300,168,2,pothole_water,pothole_water|pothole_water,0,dataset\images\43.jpg
413.xml,413.jpg,dataset\images\413.jpg,413,78667063c800d27f08375a44cca059ea59a030b6cb9aac1e4cf70068dc7affba,400,225,1,pothole_water,pothole_water,0,dataset\images\413.jpg
439.xml,439.jpg,dataset\images\439.jpg,439,01df93c8d5f0bdf293cd71649805134ac8c8e8bfbb33b700e1af30d6a681cdd9,1024,683,2,pothole_water,pothole_water|pothole_water,0,dataset\images\439.jpg
23.xml,23.jpg,dataset\images\23.jpg,23,872ec0da54e6f52f45166fe280105d7d0ac78c9c60cc847561b015654900b112,590,350,2,pothole_water,pothole_water|pothole_water,0,dataset\images\23.jpg
430.xml,430.jpg,dataset\images\430.jpg,430,9c53eb47349f276a1d91e18a4fa6fd7ce7d189141789be2b092a2d592744c561,400,267,2,pothole_water,pothole_water|pothole_water,0,dataset\images\430.jpg
195.xml,195.jpg,dataset\images\195.jpg,195,87a4d6d90606e0504e207f0ff9b3659c650290e3d1dc46ae1ff54e119f4b6eb8,1306,980,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\195.jpg
125.xml,125.jpg,dataset\images\125.jpg,125,70cb4c892e6e8ae9bd744f2ae1d66021988d634deb4938aa5de5c00cf46bebcc,620,407,1,pothole_water,pothole_water,0,dataset\images\125.jpg
444.xml,444.jpg,dataset\images\444.jpg,444,4c543149a1bb1896b597d2adb332835fd8503ca95699fe674a8026c4fe22fcd3,300,224,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\444.jpg
349.xml,349.jpg,dataset\images\349.jpg,349,8918ee6338319a3033aba32ecb421cce66b1009f59b29372ae89df220d7809b1,784,441,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\349.jpg
192.xml,192.jpg,dataset\images\192.jpg,192,156407f75b37f09af746d8f6cd68487d2ec0326f45c040e340973c84238e9873,1200,600,1,pothole_water,pothole_water,0,dataset\images\192.jpg
40.xml,40.jpg,dataset\images\40.jpg,40,92d57fd68b58159479304d10b4bdb3e60222a27bfcdcb90438c351d808de022e,784,441,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\40.jpg
352.xml,352.jpg,dataset\images\352.jpg,352,12de8b3531db8db6d23ab37b54e37f1e0c2b763a52cfdcd1921320477a56d0ca,740,385,3,pothole_water,pothole_water|pothole_water|damage,0,dataset\images\352.jpg
126.xml,126.jpg,dataset\images\126.jpg,126,aef9bbbf5a54790d95bec2d52341f9f974936c0b275f97e6b9dc533c9db23be1,400,300,1,pothole_water,pothole_water,0,dataset\images\126.jpg
374.xml,374.jpg,dataset\images\374.jpg,374,8d434a196fb01e284d1128149ecab07b4266033adc5128027421c02d363da494,727,485,1,pothole_water,pothole_water,0,dataset\images\374.jpg
60.xml,60.jpg,dataset\images\60.jpg,60,4c530a63eac7e9627a47637d6bd360b926478683cc5bb8ae63a88e67b34d289f,700,467,1,pothole_water,pothole_water,0,dataset\images\60.jpg
448.xml,448.jpg,dataset\images\448.jpg,448,687be444a206742b1d57bc207b9dd57d8d7aa0ef24474bb2253c275a449f0f8e,780,439,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\448.jpg
205.xml,205.jpg,dataset\images\205.jpg,205,7f5bebb95e214e289a640a954c0989bee027282f4901474e3290760358a3c4e8,1536,2048,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\205.jpg
